id,title,artist,album_idkj,duration,track_number,audio_url,created_at,image_url,song_id,genre,isTop,song_lyrics,processed,play_count,tempo,chroma,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,zero_crossing_rate,rms,mfcc,artist_id,plays,album_id,language,release_year,energy,valence,danceability,acousticness,instrumentalness,lyrics_in_eng,file_identifier,image_identifier,updated_at,lyrics_in_english
522de632-3dd5-479b-bb54-991e7d1458ab,CHAKRA DHARI,A.R. Rahman/Asha Bhosle/Udit Narayan/Vaishali Samant,0e05fb8a-7a45-4c7f-9316-5a52975f4a93,448,19,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/radhakrishn/CHAKRA%20DHARI.mp3,2025-01-11 09:50:07.79669+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/radhakrishn/images/Chakra%20Dhari.jpg,c01a06dc-0f5f-4a82-b642-fb7c7635f76c,krishna,,,false,,92.28515625,"[0.3774624764919281,0.3272045850753784,0.3917923867702484,0.3801846206188202,0.5536026954650879,0.3980373442173004,0.3195858895778656,0.29815781116485596,0.3398841321468353,0.44178658723831177,0.34163087606430054,0.38313719630241394]",2501.808478,2535.105544,"[20.960440841913847,14.311784570350708,16.941016540990244,17.546166711923263,17.100961336602026,17.659573750280114,47.683138648997755]",0.049255662,0.12012871,0.164828405,"[-57.31939697265625,81.02387237548828,-7.534477710723877,22.326786041259766,4.294194221496582,9.741527557373047,2.0579545497894287,7.622110366821289,-5.19858455657959,6.795675754547119,2.22432017326355,2.4070820808410645,-1.1346668004989624,1.907486081123352,-5.125776767730713,0.8951013088226318,-3.063060760498047,0.565069854259491,-4.597641944885254,-0.7875125408172607]",,0,77634ddb-017e-4ea4-9c95-ee3127345dae,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
52cf7188-b3cb-4a87-87ab-bab9e0d080ab,California Dreamin' - Single Version,The Mamas & The Papas,37be7979-1f2c-4001-9a57-b951b79778d6,9840,2,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/California%20Dreamin'%20-%20Single%20Version.mp3,2025-01-16 08:34:10.468363+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/California%20Dreamin'%20-%20Single%20Version.jpg,ec84ccdd-7f94-462f-a39a-8d5546fe56b2,"classic rock,folk rock,mellow gold,psychedelic rock,rock,soft rock,sunshine pop",,,false,,112.3471467,"[0.2999007999897003,0.4070342183113098,0.301508367061615,0.4524112641811371,0.48354658484458923,0.3537612855434418,0.3242069184780121,0.3488994538784027,0.4278135299682617,0.3533874452114105,0.28140491247177124,0.29045990109443665]",2409.406927,2155.29996,"[19.98530702163251,14.772619406473849,19.360569930257245,19.218552617361603,18.65997933327111,19.09289878282037,48.16645861492692]",0.058913466,0.139907292,0.109744899,"[-107.70087432861328,78.33380126953125,-20.023025512695312,44.52732849121094,-7.639360427856445,10.224446296691895,0.6202698349952698,2.939211845397949,0.5779208540916443,6.39500093460083,-2.9928364753723145,4.96317720413208,-8.11312484741211,4.934376239776611,-5.8630690574646,-4.649778366088867,-3.995023012161255,1.4309760332107544,-6.138552188873291,-2.408093214035034]",,0,42a848b5-fae8-4038-849f-b38b72aa545c,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
54f640c6-404a-4c8a-a0bc-21684644a1b9,Get Close,The Rolling Stones,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/Hackney_Diamonds.jpg,c907b375-b1b6-4507-b2ae-01bdd7990fea,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
56040813-3c45-49b0-86d2-7cba4f864cb5,Calling for You (feat. 21 Savage),Drake,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/For_All_the_Dogs.jpg,dd4f54ac-7f0d-4e53-9315-2df1d7b450b8,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
56c13642-14af-44b1-9e3d-f061fbb668e4,In Your Eyes,The Weekend,d5ae8b55-828e-4f4d-beec-d4db56eb19fd,13500,10,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/In%20Your%20Eyes.mp3,2024-12-01 18:33:43.637226+00,,d0cbaea9-2639-4194-ba75-8fe4c42ce344,r&b,,,false,,99.38401442,"[0.5241786241531372,0.3869123160839081,0.4813176095485687,0.41089344024658203,0.33513137698173523,0.38403114676475525,0.32748138904571533,0.4303353428840637,0.2765209376811981,0.31956642866134644,0.4341215193271637,0.3774070143699646]",2392.37333,2553.417439,"[19.542282795473003,15.776658731305831,18.951827454157808,18.190125333128346,18.063224246910575,17.693387587456463,50.75262217884762]",0.024276756,0.091714996,0.129824191,"[-120.01219940185547,79.42930603027344,3.2099649906158447,32.2230339050293,7.508463382720947,14.048340797424316,3.8214046955108643,9.19818115234375,-4.36482572555542,10.750289916992188,-1.3137468099594116,2.2383344173431396,-2.460469961166382,5.8550262451171875,-4.117859840393066,0.7865373492240906,-5.226606369018555,-0.00517392810434103,-4.292038440704346,2.8525643348693848]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
56dbced7-3584-44fc-85a8-3b08f6e1a382,Alone Again,The Weekend,56dbced7-3584-44fc-85a8-3b08f6e1a382,13500,4,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Alone%20Again.mp3,2024-12-01 16:54:35.808061+00,,710eab24-b337-4741-817d-a177c83789b3,r&b,,,false,,135.9991776,"[0.22482867538928986,0.18383648991584778,0.31643953919410706,0.31320780515670776,0.5885105729103088,0.37977346777915955,0.3313014507293701,0.38240817189216614,0.24236978590488434,0.2943202257156372,0.1903214305639267,0.26388460397720337]",2159.262307,2369.385273,"[21.54491964122787,16.297067359365403,20.76071871376934,20.043396776342533,19.2207075398312,18.928406134196734,49.72666322492414]",0.012065781,0.080678382,0.181443453,"[-101.07271575927734,95.16893005371094,1.7922642230987549,23.999984741210938,-3.390690803527832,14.015830993652344,4.188814640045166,7.116158962249756,-2.6746811866760254,15.50539493560791,6.7581353187561035,4.441393852233887,-0.7788170576095581,2.8866875171661377,-1.6233242750167847,4.712806701660156,2.2713170051574707,8.154330253601074,0.9534910917282104,8.146829605102539]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
5717f41d-64b6-438c-b53c-a79ed8ea3bca,Call Me When You Break Up (with Gracie Abrams),"Selena Gomez, benny blanco, Gracie Abrams",,,,,2025-05-01 03:00:28.745982+00,,fa959c57-77cc-4c44-b00b-7a7857c7973a,,,,false,,,,,,,,,,,,0,9fc41d15-f0aa-42ad-9c64-39495adee508,,,,,,,,,songs/Call+Me+When,,,
577540e9-f58b-4c19-81df-2c20e39a8930,Puke,Eminem,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Puke.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Puke.jpg?,04273ab4-f9b1-435a-aa20-424ad32638e3,hip-hop,,,false,,83.35433468,"[0.36933082342147827,0.3378075361251831,0.36215975880622864,0.39147475361824036,0.5164242386817932,0.4720436930656433,0.5325107574462891,0.5104870200157166,0.3780137002468109,0.3762313723564148,0.3900662362575531,0.4801063537597656]",2020.607851,2310.901663,"[21.577929976647066,15.616904052777091,18.030252012650184,17.42346733604146,17.862446236606374,17.582110282656988,46.806183889851496]",0.020595433,0.081093799,0.28322655,"[-64.32882690429688,101.00654602050781,2.1346261501312256,25.590679168701172,10.235028266906738,8.052309036254883,1.0320197343826294,9.642924308776855,-1.7619869709014893,5.391744613647461,0.8736075162887573,2.3978078365325928,0.3661699891090393,3.047333002090454,-1.216267704963684,2.860945463180542,-3.689016580581665,5.728675365447998,-0.8357692360877991,1.389926552772522]",,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2010,0.85,0.5,0.7,0.05,0.02,,,,,
57fb0214-7c67-46ed-a1c4-c30b35be76c1,Namo Namo,Amit Trivedi,,322,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/quick-play/namo_namo.mp3?t=2024-11-24T19%3A44%3A26.313Z,2025-05-01 01:34:31.043469+00,https://c.saavncdn.com/367/Kedarnath-Hindi-2019-20190219-500x500.jpg,90d9d26e-434b-4e42-a3d7-02e5b11978fb,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
5a002672-46a9-4e62-bd1d-5b9ce483e1f7,What Would Pluto Do,Drake,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/For_All_the_Dogs.jpg,bd7466e5-4322-4701-aa58-5cce6edbabaa,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
5a4c5584-283f-4a95-b173-40d9ac8d341d,2 Much,The Weekend,56dbced7-3584-44fc-85a8-3b08f6e1a382,13500,3,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/2%20Much.mp3,2024-12-01 16:54:35.808061+00,,abac2229-b010-42f0-9968-c0bf94b4634c,r&b,,,false,,123.046875,"[0.2702464759349823,0.5008739829063416,0.3956300914287567,0.35984793305397034,0.4666884243488312,0.32683467864990234,0.31888407468795776,0.2231026291847229,0.4163532853126526,0.633467972278595,0.3521500825881958,0.314550518989563]",1414.131932,2127.096094,"[23.37890622498099,18.19151733996057,22.196497335797226,21.442698544308342,21.635045603035575,18.113875186686034,47.597083286947324]",0.003585886,0.043499676,0.253814489,"[-135.39512634277344,144.74012756347656,51.934425354003906,14.936514854431152,12.739094734191895,17.087081909179688,0.3527860641479492,7.660070419311523,-3.5696704387664795,7.491709232330322,4.094632625579834,1.5201518535614014,-3.3436050415039062,6.805520534515381,4.9898529052734375,3.685720443725586,-3.020042896270752,4.276223182678223,-5.721860408782959,-0.2428981512784958]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
5b422e53-25df-41c8-9a01-6e3e7b77ffff,Die For You,The Weeknd,56dbced7-3584-44fc-85a8-3b08f6e1a382,15600,2,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs//Die%20For%20You%20(feat.%20Dominic%20Fike).mp3,2024-12-19 05:14:36.761384+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images//Die%20For%20You.jpg,4d61736c-f295-4333-9369-a5428e5c0ad7,r&b,,,false,,135.9991776,"[0.43616387248039246,0.468759149312973,0.3576315939426422,0.4316662847995758,0.3484845757484436,0.4698379337787628,0.354536235332489,0.3340933620929718,0.427254855632782,0.3576447367668152,0.4254210889339447,0.3262902498245239]",2074.352379,2436.405488,"[23.445651336978568,15.677289946068637,19.756602288946205,19.678487173992174,19.95013410242642,18.702399117095805,48.12564439722994]",0.014502654,0.078527443,0.253121912,"[-81.24018096923828,97.91877746582031,6.641170978546143,20.683271408081055,10.374245643615723,8.70395278930664,-0.4533361494541168,8.093243598937988,-0.2234867811203003,5.5912699699401855,1.2574883699417114,2.5261423587799072,0.5515965819358826,0.5000033378601074,-2.2468481063842773,-2.4042229652404785,-7.655376434326172,2.3803436756134033,-6.835662841796875,2.4915051460266113]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
5ce2ad4c-1831-4b5e-9837-1fe7351b38a9,All the Parties (feat. Chief Keef),Drake,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/For_All_the_Dogs.jpg,86e69a0e-4595-4f15-a38e-9b2671bf2793,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
5d6c50a0-5d9c-41f7-ba35-e450b300b86a,Whole Wide World,The Rolling Stones,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/Hackney_Diamonds.jpg,dcacfad8-a924-41f4-99b0-d659800c679a,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
5df18bda-c2db-44f5-b41a-290378196537,Leja (Acoustic),"Lost Stories, JAI DHIR",,2:52,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs//Leja%20(Acoustic).mp3,2025-06-30 03:58:07.706087+00,https://c.saavncdn.com/887/Marigold-Soundsystem-Deluxe-Punjabi-2023-20231031220956-500x500.jpg,52fa932e-09e8-4549-9d7e-3c649678bc3a,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
5e7fa571-2648-4dc0-bd38-bff4fcf6f018,Old Town Road,Lil Nas X,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Old_Town_Road.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Old_Town_Road.jpg?,291649f1-c926-451e-b7ed-4b4747755fb8,pop,,,false,,,,,,,,,,,,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
6209cb15-e736-4259-9d7d-c1db4c2d10c0,Knockin' On Heaven's Door,Bob Dylan,37be7979-1f2c-4001-9a57-b951b79778d6,2:31,24,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Knockin'%20On%20Heaven's%20Door.mp3,2025-01-16 08:34:10.468363+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Knockin'%20On%20Heaven's%20Door.jpg?t=2025-01-16T07%3A50%3A41.321Z,a08f654e-5c46-4d83-bdf0-cee5e7399c9f,"classic rock,country rock,folk,folk rock,rock,roots rock,singer-songwriter",,,false,,143.5546875,"[0.3109109103679657,0.28695154190063477,0.3592945337295532,0.30739930272102356,0.3753809928894043,0.3055660128593445,0.4315962493419647,0.5723783373832703,0.3927220404148102,0.43464523553848267,0.3168814778327942,0.2704586684703827]",1699.695068,2008.643001,"[24.904420845207305,17.32565103862332,19.46820991993882,18.12434801959554,18.92419669090892,18.386698411554185,49.16558806373373]",0.022105793,0.073839591,0.095586292,"[-171.1090850830078,122.11473083496094,-12.692286491394043,18.21470832824707,6.121387958526611,11.519296646118164,-5.677964210510254,10.607519149780273,-12.402008056640625,0.7841150164604187,-4.973991870880127,-3.9347474575042725,-3.5010647773742676,-3.3152215480804443,-2.37736439704895,-4.110395431518555,-4.426146507263184,-1.4548931121826172,-1.204472303390503,-0.7182803750038147]",,0,42a848b5-fae8-4038-849f-b38b72aa545c,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
6244f402-1887-4f36-acb0-f9ff20e27e67,2 Much,The Weekend,d5ae8b55-828e-4f4d-beec-d4db56eb19fd,13500,3,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/2%20Much.mp3,2024-12-01 18:09:12.483583+00,,18176297-8e4d-4a51-9cb3-f1f7a129362e,r&b,,,false,,123.046875,"[0.2702464759349823,0.5008739829063416,0.3956300914287567,0.35984793305397034,0.4666884243488312,0.32683467864990234,0.31888407468795776,0.2231026291847229,0.4163532853126526,0.633467972278595,0.3521500825881958,0.314550518989563]",1414.131932,2127.096094,"[23.37890622498099,18.19151733996057,22.196497335797226,21.442698544308342,21.635045603035575,18.113875186686034,47.597083286947324]",0.003585886,0.043499676,0.253814489,"[-135.39512634277344,144.74012756347656,51.934425354003906,14.936514854431152,12.739094734191895,17.087081909179688,0.3527860641479492,7.660070419311523,-3.5696704387664795,7.491709232330322,4.094632625579834,1.5201518535614014,-3.3436050415039062,6.805520534515381,4.9898529052734375,3.685720443725586,-3.020042896270752,4.276223182678223,-5.721860408782959,-0.2428981512784958]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
629fbbbb-69e8-491f-90db-737864b9a45b,Big Weenie,Eminem,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Big_Weenie.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Big_Weenie.jpg?,f19067c3-2288-4c3e-bb20-e3214e320c13,hip-hop,,,false,,,,,,,,,,,,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2010,0.85,0.5,0.7,0.05,0.02,,,,,
63774f6f-f9ee-4d5e-8da5-b09d52d8a03e,The Real Slim Shady,Eminem,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/The_Real_Slim_Shady.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/The_Real_Slim_Shady.jpg?,7c826dc7-9d3f-47ac-9e9c-8f2e7a5477a3,hip-hop,,,false,,103.359375,"[0.5092136263847351,0.4746699631214142,0.4812053442001343,0.4920337498188019,0.4569880962371826,0.4507538974285126,0.39356088638305664,0.4573090672492981,0.4017913341522217,0.39669641852378845,0.43512269854545593,0.43241986632347107]",2419.92991,2398.078303,"[18.79173835631103,14.754206912364761,18.7642088078541,19.12216687569959,20.11657141931399,21.175679414726936,48.38879092075998]",0.029565422,0.123056031,0.231676757,"[-88.92407989501953,81.60391235351562,-0.49798092246055603,29.11360740661621,11.09238052368164,-2.0343592166900635,0.9322211146354675,6.05771017074585,-1.9696605205535889,8.374537467956543,-1.8241064548492432,6.713000297546387,4.055487632751465,2.9054856300354004,-3.209042549133301,6.04363489151001,-4.134892463684082,4.162111759185791,-1.0850796699523926,-0.03610223904252052]",,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2010,0.85,0.5,0.7,0.05,0.02,,,,,
64994474-45a3-4915-8bca-ed444e3bab92,I Know Places (Taylor's Version),Taylor Swift,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/1989_%28Taylor%27s_Version%29.png,83e723a8-5750-44d1-add1-28ed2b812f5e,,,,false,,,,,,,,,,,,0,02e7ac34-8382-4f1c-82e6-0c902f2046a9,,,,,,,,,,,,
65a4ab16-530f-47b5-bd5f-5f5882db86f1,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson/Miley Cyrus,27cdf5a8-8981-4df6-b6b8-88e13ad806ba,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Nothing_Breaks_Like_a_Heart__feat._Miley_Cyrus_.mp3?,2025-03-19 17:31:49.96255+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/Nothing_Breaks_Like_a_Heart__feat._Miley_Cyrus_.jpg?,e395d80c-9d4d-4833-8298-4040653b0a0a,pop,,,false,,112.3471467,"[0.34322190284729004,0.3093883693218231,0.4399086534976959,0.33462896943092346,0.314606636762619,0.39226973056793213,0.4147247076034546,0.6024010181427002,0.4095475673675537,0.4178541898727417,0.4053429365158081,0.3039417564868927]",2219.866098,2570.193467,"[21.071461496003327,16.308095099687225,19.160124679232418,19.120757310885878,18.848488184892464,17.513830825558706,47.15590107536652]",0.024463424,0.079854681,0.290399551,"[-46.71866226196289,89.8259048461914,5.385802745819092,20.45268440246582,4.989272594451904,8.560601234436035,1.0719715356826782,6.305388927459717,2.920471668243408,8.243745803833008,0.4555701017379761,3.434678316116333,-4.768071174621582,2.176422357559204,-3.8885929584503174,1.6604528427124023,-0.951640784740448,3.0805914402008057,-1.986379861831665,2.501920223236084]",,0,746037e8-0c1a-4da2-bf19-1a01673adb78,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
66be9f00-f13a-47b3-b277-444b20f60c81,Khileya,Mitraz,0e05fb8a-7a45-4c7f-9316-5a52975f4a93,163,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs//Khileya.mp3,2025-02-23 04:43:06.735555+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images//Khileya%20-%20Mitraz.jpg,1ec40d68-20fd-4a37-a38d-9229f90d7442,pop,,"[ti:Khileya]
[ar:Mitraz]
[la:HI]
[re:LRCgenerator.com]
[ve:4.00]

[00:09.64]O tere chehre da eh noor khileya
[00:12.99]Khoob khileya
[00:18.45]O tareyaan da wangu noor dil da
[00:22.96]Noor dil da
[00:27.74]Jaani tere bahano me tere fasano me
[00:33.87]khaabon taraaano me labde fire
[00:37.78]Lakh vaari tenu vekha bharda jiya na
[00:43.19]Ki fir aake mukhda tera vekh lein
[00:47.58]O tere chehre da eh noor khileya
[00:50.52]Khoob khileya
[00:53.66]Khoob khileya
[00:56.59]O tareyaan da wangu noor dil da
[01:00.95]Noor dil da
[01:04.00]Khoob khileya
[01:16.50]Dil eh khaali karwaya
[01:19.09]Inna dooje de lutaaya
[01:21.34]Sanu dene li raha na kuch naal ve
[01:25.55]Dil eh aakaan da sichaya
[01:28.43]Leke fool eh murjhaye
[01:31.06]Sanu tere darwaze de baitha rhe
[01:35.31]Duniya se pare hai vo duniya hamari
[01:40.65]Jaha sadda dil ja basa hai abhi
[01:45.21]Hum kahan the kahan hain hume na pata hai
[01:50.42]Zara tu bhi mud k mujhe dekh le
[01:54.48]O tere chehre da eh noor khileya
[01:58.65]Khoob khileya
[02:03.68]O tareyaan da wangu noor dil da
[02:08.21]Noor dil da
[02:14.46]Jaani tere bahano me tere fasano me
[02:19.24]khaabon taraaano me labde fire
[02:23.37]Lakh vaari tenu vekha bharda jiya na
[02:29.33]Ki fir aake mukhda tera vekh lein
",false,,135.9991776,"[0.37176990509033203,0.5097560286521912,0.2993752062320709,0.36984992027282715,0.2556002736091614,0.32992345094680786,0.23137637972831726,0.28173115849494934,0.5188080668449402,0.3998619616031647,0.35608789324760437,0.25978919863700867]",1444.491815,2016.300448,"[21.750715147829784,17.799002552568723,20.993095017622963,20.32280503661291,20.775719062592234,22.165389367849283,46.396223250741784]",0.004812401,0.044304474,0.243723422,"[-135.63980102539062,130.6093292236328,25.926124572753906,21.18147850036621,20.3308048248291,-0.46258196234703064,-0.46909093856811523,-0.32958635687828064,-7.630878925323486,4.494060039520264,-10.195499420166016,-0.6574117541313171,-7.713075160980225,-1.7869958877563477,0.2084251046180725,-6.891651630401611,-5.579269886016846,-2.2045419216156006,-9.172683715820312,-4.487815856933594]",,0,77634ddb-017e-4ea4-9c95-ee3127345dae,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
6768b8b6-f220-4758-943b-8977174fadbb,Depending on You,The Rolling Stones,,,,,2025-06-29 09:13:16.401982+00,https://upload.wikimedia.org/wikipedia/en/Hackney_Diamonds.jpg,b7f936e9-5894-468a-85c9-3f059f623a15,,,,false,,,,,,,,,,,,0,,,,,,,,,,,,,
67ba4b6c-228d-4609-ab13-0c5686e725e0,"Radha Ke Sang Raas Rachaye Kanha (From ""RadhaKrishn"")",Suprabha KV,0e05fb8a-7a45-4c7f-9316-5a52975f4a93,3:58,6,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/radhakrishn/Radha%20Ke%20Sang%20Raas%20Rachaye%20Kanha%20(From%20_RadhaKrishn_).mp3,2025-01-11 09:50:07.79669+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/radhakrishn/images/Radha%20Ke%20Sang%20Raas%20Rachaye%20Kanha%20(From%20_RadhaKrishn_).jpg,9fc32049-00c1-4ee2-83ad-f05135996e5c,krishna,,,false,,,,,,,,,,,,0,77634ddb-017e-4ea4-9c95-ee3127345dae,,2020,0.7,0.6,0.7,0.2,0.05,,,,,
681edaa3-545c-4403-89c5-dea240c5e187,Alone Again,The Weekend,d5ae8b55-828e-4f4d-beec-d4db56eb19fd,13500,5,(https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/Until%20I%20Bleed%20Out.mp3,2024-12-01 18:33:43.637226+00,,d227eca0-7d41-42c3-a76f-02834fa5dce9,r&b,,,false,,135.9991776,"[0.22482867538928986,0.18383648991584778,0.31643953919410706,0.31320780515670776,0.5885105729103088,0.37977346777915955,0.3313014507293701,0.38240817189216614,0.24236978590488434,0.2943202257156372,0.1903214305639267,0.26388460397720337]",2159.262307,2369.385273,"[21.54491964122787,16.297067359365403,20.76071871376934,20.043396776342533,19.2207075398312,18.928406134196734,49.72666322492414]",0.012065781,0.080678382,0.181443453,"[-101.07271575927734,95.16893005371094,1.7922642230987549,23.999984741210938,-3.390690803527832,14.015830993652344,4.188814640045166,7.116158962249756,-2.6746811866760254,15.50539493560791,6.7581353187561035,4.441393852233887,-0.7788170576095581,2.8866875171661377,-1.6233242750167847,4.712806701660156,2.2713170051574707,8.154330253601074,0.9534910917282104,8.146829605102539]",,0,,,2020,0.65,0.45,0.7,0.15,0.05,,,,,
6b254e2b-d084-4854-abb6-ceb36d43daca,My Car - Demo,Imagine Dragons,bc3edb05-3f78-45f4-a0fa-288131b62571,,,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/songs/My Car - Demo.mp3?,2025-03-18 13:55:13.037066+00,https://yaysfbsmvtyqpbfhxstj.supabase.co/storage/v1/object/public/images/My Car - Demo.jpg?,52889cfe-4246-49f0-84c2-d6eec291b9eb,alternative rock,,,false,,172.265625,"[0.3242487609386444,0.39517083764076233,0.3509160280227661,0.3962920308113098,0.34316831827163696,0.4688068628311157,0.30811357498168945,0.2675839364528656,0.3328271508216858,0.34486156702041626,0.5215470790863037,0.3500421345233917]",1718.974759,1959.754503,"[22.400874088511017,15.539466390773509,18.743456698126188,17.75774332103053,18.192456558548507,18.76380664798006,47.46407578458819]",0.023558272,0.07551617,0.258357555,"[-76.5290756225586,118.01896667480469,-8.497054100036621,26.40110969543457,8.358725547790527,10.539566040039062,-4.939788818359375,9.88271713256836,-6.747096061706543,-1.645559310913086,-2.287407875061035,-1.1314527988433838,-0.7138872146606445,-0.5253289937973022,-5.714725017547607,3.966562032699585,-5.528847694396973,-1.5177009105682373,-3.903454542160034,-0.08516086637973785]",,0,,,2018,0.8,0.6,0.65,0.1,0.02,,,,,
